22.544,642.8522727273,24.21875,9.1619318182,24.21875,6.25,CL - Normal,0.8294744318,1,0.8150017756,6.2366229876,0.6283174472,20,1522.7727272727,20.7843137255,17.2549019608,5.0980392157,7.4509803922,0.6009795967,0.112625,12.5490196078,65.9060573128,0,1.0030018062,56.9998928072,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
22.570,649.5,24.21875,8.59375,24.21875,6.25,CL - Normal,0.81765625,1,0.8077148438,6.2366229876,0.660064013,19.5333333333,1496,20.7843137255,17.2549019608,5.2810457516,7.4509803922,0.6009795967,0.112625,12.5490196078,66.0510950567,0,1.0029623307,57.1383380707,0,127.4,13.596,95,27.0588235294,0,199.4,14.5037743897,32
22.594,657.25,24.21875,8.59375,24.21875,6.25,CL - Normal,0.79765625,1,0.7978966619,6.2366229876,0.6453451507,19,1490.612244898,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5973001298,0.1124107143,12.4270152505,66.0510950567,0,1.0029258918,57.4350064927,0,127.4,13.5921111111,95,27.0588235294,0,199.4,14.5037743897,32
22.631,657.45,24.21875,8.59375,24.21875,6.25,CL - Normal,0.78965625,1,0.7777148438,6.2366229876,0.6150897115,17.5,1474,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5859551068,0.11175,11.7647058824,66.0510950567,0,1.0028697151,58.3052338638,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
22.658,657.75,24.21875,8.59375,24.21875,6.25,CL - Normal,0.77765625,1,0.7427148438,6.2366229876,0.6521273715,17.2666666667,1531,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.111625,12.1568627451,66.0918869222,0,1.0028287214,58.1568996528,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
22.682,654,24.21875,8.2589285714,24.21875,6.25,CL - Normal,0.76265625,1,0.7212779018,6.2366229876,0.6509935656,17,1530.1818181818,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.1117613636,12.1568627451,66.0457193845,0,1.0027770996,57.8701201783,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
22.706,652.25,24.21875,7.8125,24.21875,6.25,CL - Normal,0.7596097996,1,0.6926953125,6.2366229876,0.6494818244,17.5,1528,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.112125,12.1568627451,65.7610195689,0,1.0027770996,57.686405511,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
22.732,642.5,24.21875,7.03125,24.21875,6.0243055556,CL - Normal,0.7426367188,1,0.5426757813,6.2366229876,0.6322857679,17.6555555556,1517.7142857143,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.1121785714,12.1568627451,65.8985032637,0,1.0027770996,57.4350064927,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
22.756,640.4047619048,24.21875,7.03125,24.21875,5.46875,CL - Normal,0.7295414807,1,0.5167666903,6.2366229876,0.6333680372,18.5,1504,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.11225,12.1568627451,66.2369246661,0,1.0027770996,58.7403475494,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
22.781,634.5,24.21875,7.03125,24.21875,5.46875,CL - Normal,0.6926367188,1,0.3526757813,6.2366229876,0.6402224094,18.8837209302,1514,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.112625,12.1568627451,66.2200109658,0,1.0027770996,58.6897529348,0,127.4,13.5563658537,95,27.0588235294,0,199.4,14.5037743897,32
22.805,634.0909090909,24.21875,7.03125,24.21875,5.46875,CL - Normal,0.6660458097,1,0.3201757813,6.2366229876,0.6392303292,20,1513.4318181818,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.1126676136,12.1568627451,66.1961328006,0,1.0027770996,58.3052338638,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
22.831,633.5,24.21875,7.03125,24.21875,5.46875,CL - Normal,0.6276367188,1,0.2226757813,6.2366229876,0.6362540887,20.2093023256,1509,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.113,12.1568627451,66.0510950567,0,1.0027770996,58.0678991262,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
22.856,629.5,24.21875,8.6292613636,24.21875,5.3622159091,CL - Normal,0.5426171875,1,0.1961248224,6.2366229876,0.628137069,20.5,1499.7272727273,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.1128295455,12.1033868093,65.9522056859,0,1.0027770996,57.4350064927,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
22.882,630.3352272727,24.21875,10.9375,24.21875,4.6875,CL - Normal,0.5251171875,1,0.1577734375,6.2366229876,0.6164124851,21,1475,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.112375,11.7647058824,65.3259063372,0,1.0027770996,57.4350064927,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
22.905,634.75,24.21875,10.9375,24.21875,4.6875,CL - Normal,0.4326171875,1,0.1227734375,6.2366229876,0.6097986172,20.9333333333,1467.6086956522,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.589874539,0.1120054348,11.7647058824,65.5434629531,0,1.0027953191,57.4350064927,0,127.4,13.56475,95,27.0588235294,0,199.4,14.5037743897,32
22.934,634.6666666667,24.21875,10.9375,24.21875,4.6875,CL - Normal,0.3826171875,1,0.1197734375,6.2366229876,0.6132378285,20.5,1455,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5709306169,0.111375,11.7647058824,66.1961328006,0,1.0028393494,57.8701201783,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
22.956,634.5,24.21875,10.9375,24.21875,4.3604651163,CL - Normal,0.2826171875,1,0.1077734375,6.2366229876,0.6269946737,20.5,1495,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5859551068,0.11175,11.9288645691,66.4389866974,0,1.0028727517,57.8701201783,0,127.4,13.5669302326,95,27.0588235294,0,199.4,14.5037743897,32
22.981,636.3214285714,24.21875,10.9375,24.21875,3.90625,CL - Normal,0.2482440476,1,0.1040234375,6.2366229876,0.6263332869,20.5,1494.3181818182,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5859551068,0.11175,12.1568627451,66.7762837762,0,1.0029107089,57.8701201783,0,127.4,13.596,95,27.0588235294,0,199.4,14.5037743897,32
23.006,639,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.1976953125,1,0.0927734375,6.2366229876,0.6243491265,20.2888888889,1490,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5859551068,0.11175,11.7647058824,66.0510950567,0,1.0029486661,57.6327854407,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
23.032,648.25,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.1476953125,1,0.0927734375,6.2366229876,0.6300181561,20,1495.7777777778,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5946359232,0.1117861111,11.7647058824,65.9701437578,0,1.0029881416,56.9998928072,0,127.4,13.5640232558,95,27.0588235294,0,199.4,14.5037743897,32
23.056,646.9545454545,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.1442862216,1,0.0927734375,6.2366229876,0.6375768622,18.5,1510,20.7843137255,17.2549019608,5.0980392157,7.4509803922,0.6160040867,0.111875,11.7647058824,65.4709440811,0,1.0030245805,56.9998928072,0,127.4,13.521,95,27.0588235294,0,199.4,14.5037743897,32
23.081,638.75,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.1226953125,1,0.0927734375,6.2366229876,0.6230263529,18.6363636364,1500.4634146342,20.7843137255,17.2549019608,5.1515151515,7.4509803922,0.6097744201,0.1118231707,11.7647058824,65.6909179927,0,1.0030822754,56.9998928072,0,127.4,13.5146,95,27.0588235294,0,199.4,14.5037743897,32
23.105,636.8953488372,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.1175790334,1,0.0922052557,6.2366229876,0.629790536,19.5,1487,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.11175,11.7647058824,66.2958462495,0,1.0030822754,58.3052338638,0,127.4,13.497,95,27.0588235294,0,199.4,14.5037743897,32
23.132,631.5,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.1026953125,1,0.0877734375,6.2366229876,0.6825511637,19.6444444444,1574,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.113875,12.4369747899,66.4395890136,0,1.0030822754,58.2375495127,0,127.4,13.518,95,27.0588235294,0,199.4,14.5037743897,32
23.156,635.4055555556,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.1005842014,1,0.0864098011,6.2366229876,0.6771398173,20,1569.7727272727,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.1139602273,13.3333333333,66.6312460323,0,1.0030822754,57.8701201783,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.182,640.75,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0976953125,1,0.0827734375,6.2366229876,0.6627095601,19.7857142857,1543,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.1145,12.5490196078,66.1508085057,0,1.0030822754,57.8701201783,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
23.206,630.5,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0926953125,1,0.0827734375,6.2366229876,0.6616272908,19.5,1524.3023255814,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.1143604651,12.4420677362,66.0914748831,0,1.0030822754,57.8701201783,0,127.4,13.5641818182,95,27.0588235294,0,199.4,14.5037743897,32
23.232,630.7441860465,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0926953125,1,0.0827734375,6.2366229876,0.660064013,20.5,1476,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.114,11.7647058824,65.715695274,0,1.0030822754,58.0623797137,0,127.4,13.521,95,27.0588235294,0,199.4,14.5037743897,32
23.256,632.25,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0926953125,1,0.0827734375,6.2366229876,0.5992164286,20.5681818182,1463.9090909091,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6245407287,0.1136221591,11.7647058824,65.834362519,0,1.0030822754,58.3052338638,0,127.4,13.5278181818,95,27.0588235294,0,199.4,14.5037743897,32
23.281,633.2045454545,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0913316761,1,0.0820916193,6.2366229876,0.6048081533,21,1448,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.113125,11.7647058824,66.1508085057,0,1.0030822754,57.8701201783,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.305,635.75,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0876953125,1,0.0777734375,6.2366229876,0.6402224094,20.875,1515,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.113125,11.9096334186,65.9900057896,0,1.0030822754,57.7712307043,0,127.4,13.5552391304,95,27.0588235294,0,199.4,14.5037743897,32
23.334,634.773255814,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.085253452,1,0.0777734375,6.2366229876,0.6472772018,20.5,1521,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6190089846,0.113375,12.1568627451,65.715695274,0,1.0030822754,56.9998928072,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
23.356,633.75,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0826953125,1,0.0777734375,6.2366229876,0.6613867866,20.2954545455,1545,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.114375,12.5490196078,66.1508085057,0,1.0030822754,57.2427469572,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.382,636.5,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0826953125,1,0.0777734375,6.2366229876,0.6489149214,20,1533.8181818182,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6269309884,0.1142045455,12.495543672,66.1508085057,0,1.0030822754,57.8701201783,0,127.4,13.5494090909,95,27.0588235294,0,199.4,14.5037743897,32
23.406,636.7093023256,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0826953125,1,0.0777734375,6.2366229876,0.6322857679,20.5,1504,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.11375,12.1568627451,66.1508085057,0,1.0030822754,58.0538348455,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
23.432,638,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0826953125,1,0.0777734375,6.2366229876,0.6428679565,20.4302325581,1509.8604651163,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.622293408,0.1138023256,12.1568627451,66.1381598652,0,1.0030822754,58.3052338638,0,127.4,13.5640232558,95,27.0588235294,0,199.4,14.5037743897,32
23.457,636.25,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0811044034,1,0.0777734375,6.2366229876,0.642397637,20,1518,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.113875,12.1568627451,66.1054842107,0,1.0030822754,57.4350064927,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.482,632.5,24.21875,10.9375,24.21875,7.8125,CL - Normal,0.0776953125,1,0.0777734375,6.2366229876,0.6402224094,20.1477272727,1486,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.113625,12.1568627451,65.7209655408,0,1.0030822754,57.5042291245,0,127.4,13.5570465116,95,27.0588235294,0,199.4,14.5037743897,32
23.506,635.5611111111,24.21875,11.1555232558,24.21875,7.8125,CL - Normal,0.0755842014,1,0.0777788881,6.2366229876,0.6409607016,20.5,1491.0476190476,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.1136845238,12.1568627451,65.2352577473,0,1.0030670925,57.8701201783,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
23.532,639.75,24.21875,11.71875,24.21875,7.8125,CL - Normal,0.0726953125,1,0.0777929688,6.2366229876,0.6428679565,20.2738095238,1539,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.11425,12.1568627451,66.2505219546,0,1.003027617,57.8701201783,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.555,643,24.21875,11.71875,24.21875,7.8125,CL - Normal,0.0726953125,1,0.0777929688,6.2366229876,0.6486881603,20,1538.75,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.11428125,12.201426025,66.3164482018,0,1.0029926964,57.8701201783,0,127.4,13.5488409091,95,27.0588235294,0,199.4,14.5037743897,32
23.582,641.875,24.21875,11.71875,24.21875,7.8125,CL - Normal,0.0733771307,1,0.0777929688,6.2366229876,0.6574184658,19,1538,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.114375,12.5490196078,66.8306729302,0,1.0029517027,57.8701201783,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
23.606,634.75,24.21875,11.71875,24.21875,7.8125,CL - Normal,0.0776953125,1,0.0827929688,6.2366229876,0.5780520514,19.0975609756,1487.6818181818,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6187358121,0.1134034091,12.1112631099,66.6282946829,0,1.0029152638,57.8701201783,0,127.4,13.5640232558,95,27.0588235294,0,199.4,14.5037743897,32
23.632,633.6590909091,24.21875,11.71875,24.21875,7.8125,CL - Normal,0.0777006392,1,0.0821111506,6.2366229876,0.5798558336,20,1415,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.112,10.9803921569,66.1054842107,0,1.0028757883,57.4350064927,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.656,630.75,24.21875,11.71875,24.21875,8.1423611111,CL - Normal,0.0777148438,1,0.0777929688,6.2366229876,0.5912797872,20.2954545455,1435,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.110625,11.1459694989,65.8605315765,0,1.0028393494,57.3673221416,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.682,632.25,24.21875,11.71875,24.21875,8.59375,CL - Normal,0.0755719866,1,0.0777929688,6.2366229876,0.584425415,21,1428.4666666667,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.596305311,0.1103527778,11.3725490196,65.5253332351,0,1.0027770996,56.9998928072,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.706,634.25,24.21875,11.71875,24.21875,8.59375,CL - Normal,0.0727148438,1,0.0777929688,6.2366229876,0.5661470893,20.7888888889,1393,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5709306169,0.108875,10.9803921569,66.3955596985,0,1.0027907642,57.4745622823,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.732,632.25,24.21875,11.71875,24.21875,8.59375,CL - Normal,0.0727148438,1,0.0756999455,6.2366229876,0.5766677535,20.5,1404.7209302326,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5709306169,0.1087005814,11.0338680927,66.4153375726,0,1.0028302397,58.7403475494,0,127.4,13.5528181818,95,27.0588235294,0,199.4,14.5037743897,32
23.757,633.2045454545,24.21875,11.71875,24.21875,8.59375,CL - Normal,0.0727148438,1,0.0727929688,6.2366229876,0.5912797872,20.5,1435,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5709306169,0.10825,11.3725490196,66.5405974424,0,1.0028681969,58.3645675482,0,127.4,13.596,95,27.0588235294,0,199.4,14.5037743897,32
23.782,638.25,24.21875,11.71875,24.21875,8.59375,CL - Normal,0.0727148438,1,0.0777929688,6.2366229876,0.6203808058,20.4318181818,1474.3255813954,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5842080731,0.1088575581,11.4795008913,66.4614859457,0,1.002906154,57.8701201783,0,127.4,13.5823636364,95,27.0588235294,0,199.4,14.5037743897,32
23.806,637.7045454545,24.21875,11.71875,24.21875,8.59375,CL - Normal,0.0740784801,1,0.0777929688,6.2366229876,0.6244121157,20,1524,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.109625,11.7647058824,66.2505219546,0,1.0029425929,57.8701201783,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.831,636.25,24.21875,11.71875,24.21875,8.59375,CL - Normal,0.0777148438,1,0.0777929688,6.2366229876,0.6627095601,20,1515,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.111125,11.9234360411,66.0560591462,0,1.0029805501,57.9294538626,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.856,634.8895348837,24.21875,11.71875,24.21875,8.59375,CL - Normal,0.0756218205,1,0.0777929688,6.2366229876,0.6612329757,20,1517.3414634146,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6024454006,0.1111981707,12.1568627451,65.7700844279,0,1.0030185073,58.3052338638,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.881,633,24.21875,11.71875,24.21875,8.59375,CL - Normal,0.0727148438,1,0.0777929688,6.2366229876,0.6574184658,20.4285714286,1539,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.111875,12.5490196078,66.0601599157,0,1.0030822754,58.186566495,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.905,630,24.21875,12.0383522727,24.21875,8.59375,CL - Normal,0.0727148438,1,0.0757555043,6.2366229876,0.6698645626,21,1550.7272727273,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.624199263,0.1126590909,12.6535947712,66.0468647892,0,1.0030822754,57.8701201783,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.931,630.1136363636,24.21875,12.5,24.21875,8.59375,CL - Normal,0.0727148438,1,0.0728125,6.3816607315,0.687842258,21,1582,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6460530665,0.11475,13.3333333333,65.9604464668,0,1.0030822754,57.5058389531,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.956,631,24.21875,12.5,24.21875,8.59375,CL - Normal,0.0727148438,1,0.0778125,6.3816607315,0.6904878052,20.9318181818,1583.6888888889,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6460530665,0.1154361111,13.3333333333,65.9480852954,0,1.0030822754,56.9998928072,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
23.982,630.4418604651,24.21875,12.6065340909,24.21875,8.59375,CL - Normal,0.0727148438,1,0.0778151634,6.3816607315,0.6892251577,20.5,1586,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6460530665,0.116375,13.3333333333,65.9151221718,0,1.0030822754,57.8701201783,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
24.005,629,24.21875,13.28125,24.21875,8.9026162791,CL - Normal,0.0727148438,1,0.0778320313,6.3816607315,0.6812283902,20.625,1572,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6610775564,0.117875,13.3333333333,65.9724626752,0,1.0030822754,57.9690096522,0,127.4,13.5558837209,95,27.0588235294,0,199.4,14.5037743897,32
24.031,628.8953488372,24.21875,13.28125,24.21875,9.375,CL - Normal,0.0727230196,1,0.0765820313,6.3816607315,0.68023631,21,1572.7954545455,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6627848848,0.1179886364,13.3333333333,66.0601599157,0,1.0030822754,58.7403475494,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
24.056,628.75,24.21875,13.28125,24.21875,9.375,CL - Normal,0.072734375,1,0.0728320313,6.3816607315,0.6772600694,21,1579,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6761020463,0.118875,13.3333333333,66.6403108913,0,1.0030822754,58.5030128118,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
24.082,632.25,24.21875,13.28125,24.21875,9.375,CL - Normal,0.067734375,1,0.0728320313,6.3816607315,0.6721579428,21,1555,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6719091654,0.1185261628,13.1691746466,66.4581704687,0,1.0030822754,57.8701201783,0,127.4,13.5675116279,95,27.0588235294,0,199.4,14.5037743897,32
24.106,633.9222222222,24.21875,13.28125,24.21875,9.375,CL - Normal,0.067734375,1,0.0728320313,6.2366229876,0.6653551073,20.5,1493,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6610775564,0.117625,12.1568627451,65.3349711962,0,1.0030822754,57.6879795657,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
24.131,643,24.21875,14.0625,24.21875,9.5833333333,CL - Normal,0.067734375,1,0.0728515625,6.2366229876,0.6256719001,20.3863636364,1492.5813953488,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6610775564,0.1173110465,12.1568627451,65.4510013913,0,1.0030822754,57.4350064927,0,127.4,13.5526666667,95,27.0588235294,0,199.4,14.5037743897,32
24.156,644.7441860465,24.21875,14.0625,24.21875,10.15625,CL - Normal,0.0663444767,1,0.0728515625,6.2366229876,0.6319851376,19.5,1492,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6610775564,0.116875,12.1568627451,65.7700844279,0,1.0030822754,57.8701201783,0,127.4,13.571,95,27.0588235294,0,199.4,14.5037743897,32
24.181,649.25,24.21875,14.0625,24.21875,10.15625,CL - Normal,0.0627539063,1,0.0728515625,6.2728824236,0.6719689751,19.125,1560,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6610775564,0.1165,12.3194643711,65.9504972313,0,1.0030822754,57.8701201783,0,127.4,13.5813658537,95,27.0588235294,0,199.4,14.5037743897,32
24.205,654.0568181818,24.21875,14.2623546512,24.21875,10.15625,CL - Normal,0.0647993608,1,0.0715774891,6.3816607315,0.6794134218,18,1563.7209302326,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6624751834,0.1166162791,12.5490196078,66.2051976596,0,1.0030822754,57.8701201783,0,127.4,13.596,95,27.0588235294,0,199.4,14.5037743897,32
24.231,661,24.21875,14.84375,24.21875,10.15625,CL - Normal,0.0677539063,1,0.0678710938,6.3215231304,0.7010699937,17.7926829268,1600,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6761020463,0.11775,12.9411764706,66.1054842107,0,1.0030822754,57.647503874,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
24.255,658,24.21875,14.84375,24.21875,10.2306547619,CL - Normal,0.0655403646,1,0.0678710938,6.2366229876,0.697101673,17.5,1596.5,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6761020463,0.117875,12.9411764706,66.0364186184,0,1.0030822754,56.9998928072,0,127.4,13.5436190476,95,27.0588235294,0,199.4,14.5037743897,32
24.285,654.25,24.21875,14.84375,24.21875,10.9375,CL - Normal,0.0627734375,1,0.0678710938,6.2366229876,0.6904878052,17,1586,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6761020463,0.11825,12.9411764706,65.3802954912,0,1.0030822754,56.9998928072,0,127.4,13.521,95,27.0588235294,0,199.4,14.5037743897,32
24.313,659,24.21875,14.84375,24.21875,11.2926136364,CL - Normal,0.0677929688,1,0.0678710938,6.2366229876,0.6825511637,17.1477272727,1575,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6761020463,0.118,12.7629233512,65.7099267273,0,1.0030822754,57.3540551093,0,127.4,13.5323636364,95,27.0588235294,0,199.4,14.5037743897,32
24.337,654.8488372093,24.21875,14.84375,24.21875,11.71875,CL - Normal,0.0677929688,1,0.0678710938,6.2366229876,0.6789435994,17.5,1572.2727272727,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6740532523,0.1179829545,12.5490196078,66.1054842107,0,1.0030822754,59.1754612349,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
24.363,648.5,24.21875,14.84375,24.21875,11.71875,CL - Normal,0.0677929688,1,0.0678710938,6.2366229876,0.669323428,17.2840909091,1555,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6610775564,0.117875,12.5490196078,66.9757106741,0,1.0030822754,58.7601254442,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
24.388,643.25,24.21875,14.84375,24.21875,11.71875,CL - Normal,0.0677929688,1,0.0700301847,6.2366229876,0.6704658234,17,1556.1818181818,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6655166103,0.1179119318,12.5490196078,66.834045901,0,1.0030822754,57.8701201783,0,127.4,13.5529767442,95,27.0588235294,0,199.4,14.5037743897,32
24.413,645.8139534884,24.21875,14.84375,24.21875,11.71875,CL - Normal,0.0677929688,1,0.0728710938,6.2366229876,0.6719689751,19,1559,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6761020463,0.118,12.5490196078,65.9604464668,0,1.0030822754,57.4745622823,0,127.4,13.596,95,27.0588235294,0,199.4,14.5037743897,32
24.437,659,24.21875,15.625,24.21875,11.71875,CL - Normal,0.0677929688,1,0.072890625,6.2366229876,0.7023927673,18.8666666667,1577,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6761020463,0.1184090909,12.6535947712,65.9217697351,0,1.0030822754,56.9998928072,0,127.4,13.5826666667,95,27.0588235294,0,199.4,14.5037743897,32
24.463,661.2272727273,24.21875,15.625,24.21875,11.71875,CL - Normal,0.0693838778,1,0.072890625,6.2366229876,0.6994395984,18,1603,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6761020463,0.119,12.9411764706,65.8154087229,0,1.0030822754,58.3052338638,0,127.4,13.546,95,27.0588235294,0,199.4,14.5037743897,32
